Area Name,Last residence,Total migrants Persons,Total migrants Males,Total migrantsFemales,Work/employment Persons,Work/employment Males,Work/employment Females,Business Persons,Business Males,Business Females,Education Persons,Education Males,Education Females,Marriage Persons,Marriage Males,Marriage Females,Moved after birth Persons,Moved after birth Males,Moved after birth Females,Moved with householdPersons,Moved with household Males,Moved with household Females,Others Persons,Others Males,Others Females
nagaland,andhra pradesh,512,326,186,161,149,12,45,43,2,8,5,3,50,1,49,8,8,0,114,36,78,126,84,42
nagaland,karnataka,222,133,89,90,70,20,20,15,5,4,4,0,13,0,13,0,0,0,39,9,30,56,35,21
nagaland,goa,16,11,5,9,6,3,1,1,0,0,0,0,1,0,1,0,0,0,3,3,0,2,1,1
nagaland,lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nagaland,kerala,1608,974,634,648,515,133,50,45,5,38,23,15,97,2,95,30,12,18,324,107,217,421,270,151
nagaland,tamil nadu,888,539,349,254,215,39,43,41,2,7,5,2,52,1,51,8,7,1,146,48,98,378,222,156
nagaland,puducherry,53,35,18,12,10,2,9,9,0,2,2,0,5,0,5,0,0,0,18,8,10,7,6,1
nagaland,andaman & nicobar islands,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1,0
odisha,jammu & kashmir,1044,614,430,197,176,21,51,46,5,20,16,4,70,2,68,11,7,4,422,160,262,273,207,66
odisha,himachal pradesh,731,405,326,167,160,7,59,55,4,21,21,0,134,6,128,15,9,6,224,87,137,111,67,44
odisha,punjab,6409,3522,2887,1393,1321,72,767,719,48,83,65,18,1114,20,1094,118,70,48,1827,673,1154,1107,654,453
odisha,chandigargh,625,247,378,69,60,9,29,26,3,17,12,5,180,2,178,14,6,8,220,86,134,96,55,41
odisha,uttranchal,924,512,412,204,194,10,45,45,0,18,15,3,145,3,142,19,11,8,360,161,199,133,83,50
odisha,haryana,4999,2819,2180,658,588,70,1088,1019,69,64,53,11,945,17,928,77,51,26,1424,609,815,743,482,261
odisha,nct of delhi,4000,2325,1675,921,844,77,216,195,21,116,74,42,428,4,424,74,44,30,1389,529,860,856,635,221
odisha,rajasthan,10651,5739,4912,1378,1294,84,2019,1919,100,128,92,36,2001,35,1966,176,112,64,3424,1384,2040,1525,903,622
odisha,uttar pradesh,25801,14753,11048,6378,6124,254,2969,2774,195,336,285,51,4464,102,4362,393,247,146,7339,2809,4530,3922,2412,1510
odisha,bihar,78105,44685,33420,18885,18057,828,10355,9814,541,976,836,140,15024,262,14762,1263,773,490,19718,7729,11989,11884,7214,4670
odisha,sikkim,92,61,31,32,31,1,2,1,1,3,3,0,8,0,8,3,3,0,25,10,15,19,13,6
odisha,arunachal pradesh,271,145,126,75,69,6,3,2,1,14,9,5,37,0,37,3,2,1,92,39,53,47,24,23
odisha,nagaland,192,108,84,35,33,2,4,3,1,15,12,3,11,0,11,0,0,0,92,36,56,35,24,11
odisha,manipur,263,157,106,68,59,9,7,7,0,38,26,12,22,1,21,3,1,2,75,31,44,50,32,18
odisha,mizoram,36,13,23,2,1,1,2,1,1,1,1,0,13,0,13,1,1,0,12,5,7,5,4,1
odisha,tripura,363,216,147,96,91,5,13,12,1,44,34,10,53,1,52,4,2,2,99,38,61,54,38,16
odisha,meghalaya,188,107,81,41,37,4,3,3,0,43,32,11,22,0,22,4,1,3,48,19,29,27,15,12
odisha,assam,2973,1567,1406,571,524,47,99,90,9,111,91,20,441,14,427,52,35,17,1196,501,695,503,312,191
odisha,west bengal,140860,57114,83746,20372,18820,1552,10546,10006,540,1529,1160,369,55259,825,54434,1838,1132,706,32646,14625,18021,18670,10546,8124
odisha,jharkhand,137859,47604,90255,24535,21199,3336,3800,3431,369,1892,1268,624,62332,1152,61180,1397,829,568,26772,11373,15399,17131,8352,8779
odisha,odisha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
odisha,chhattisgarh,95521,21008,74513,6870,5341,1529,1545,1232,313,319,229,90,59173,1283,57890,925,527,398,15234,7232,8002,11455,5164,6291
odisha,madhya pradesh,10523,4514,6009,1721,1551,170,437,379,58,107,89,18,3125,54,3071,147,92,55,2975,1205,1770,2011,1144,867
odisha,gujarat,10339,6942,3397,1517,1451,66,1041,952,89,79,64,15,1289,29,1260,188,119,69,2307,920,1387,3918,3407,511
odisha,daman & diu,23,13,10,5,5,0,0,0,0,1,1,0,2,0,2,0,0,0,7,0,7,8,7,1
odisha,dadra & nagar haveli,15,11,4,1,1,0,2,2,0,1,1,0,4,1,3,0,0,0,2,1,1,5,5,0
odisha,maharashtra,7447,3864,3583,1468,1339,129,425,352,73,107,85,22,1249,25,1224,177,111,66,2464,891,1573,1557,1061,496
odisha,andhra pradesh,108240,40792,67448,17475,15430,2045,7080,5971,1109,680,476,204,39877,779,39098,3191,1832,1359,24771,8939,15832,15166,7365,7801
odisha,karnataka,2155,1183,972,565,509,56,86,72,14,69,50,19,271,9,262,29,17,12,745,252,493,390,274,116
odisha,goa,223,108,115,40,32,8,8,2,6,11,7,4,21,0,21,1,1,0,108,42,66,34,24,10
odisha,lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
odisha,kerala,6568,3492,3076,2291,1835,456,480,443,37,140,95,45,893,16,877,212,111,101,1625,498,1127,927,494,433
odisha,tamil nadu,5078,2918,2160,1400,1268,132,604,521,83,105,82,23,620,10,610,106,56,50,1461,487,974,782,494,288
odisha,puducherry,94,41,53,22,21,1,3,2,1,5,3,2,17,0,17,3,2,1,23,4,19,21,9,12
odisha,andaman & nicobar islands,188,76,112,25,18,7,5,4,1,19,11,8,31,0,31,2,1,1,77,28,49,29,14,15
puducherry,jammu & kashmir,72,51,21,19,18,1,3,2,1,9,6,3,1,0,1,2,1,1,27,15,12,11,9,2
puducherry,himachal pradesh,47,25,22,5,5,0,0,0,0,24,13,11,0,0,0,0,0,0,7,3,4,11,4,7
puducherry,punjab,126,72,54,35,34,1,2,1,1,8,7,1,3,0,3,5,0,5,52,18,34,21,12,9
puducherry,chandigargh,26,15,11,7,7,0,0,0,0,1,1,0,2,0,2,1,0,1,7,2,5,8,5,3
puducherry,uttranchal,29,13,16,7,7,0,0,0,0,0,0,0,1,0,1,0,0,0,17,4,13,4,2,2
puducherry,haryana,151,82,69,42,37,5,0,0,0,12,11,1,5,1,4,5,2,3,61,21,40,26,10,16
puducherry,nct of delhi,595,321,274,147,127,20,7,7,0,39,21,18,20,2,18,23,16,7,268,98,170,91,50,41
puducherry,rajasthan,784,435,349,185,182,3,59,56,3,12,8,4,118,5,113,60,38,22,289,110,179,61,36,25
puducherry,uttar pradesh,838,509,329,282,260,22,24,23,1,48,37,11,45,1,44,16,8,8,320,126,194,103,54,49
puducherry,bihar,537,371,166,251,239,12,2,2,0,33,27,6,29,2,27,7,3,4,160,64,96,55,34,21
puducherry,sikkim,10,3,7,0,0,0,0,0,0,9,3,6,0,0,0,0,0,0,1,0,1,0,0,0
puducherry,arunachal pradesh,42,30,12,9,9,0,0,0,0,14,14,0,1,0,1,4,3,1,11,4,7,3,0,3
puducherry,nagaland,27,19,8,3,3,0,0,0,0,11,11,0,2,0,2,1,0,1,6,2,4,4,3,1
puducherry,manipur,23,16,7,5,5,0,0,0,0,10,9,1,2,0,2,0,0,0,6,2,4,0,0,0
puducherry,mizoram,17,14,3,4,4,0,0,0,0,7,6,1,0,0,0,0,0,0,4,2,2,2,2,0
puducherry,tripura,39,20,19,10,10,0,0,0,0,7,3,4,0,0,0,0,0,0,17,5,12,5,2,3
puducherry,meghalaya,52,16,36,6,5,1,0,0,0,12,6,6,13,1,12,0,0,0,16,2,14,5,2,3
puducherry,assam,340,151,189,68,60,8,3,3,0,6,3,3,73,8,65,20,10,10,134,47,87,36,20,16
puducherry,west bengal,1075,554,521,252,218,34,11,9,2,57,31,26,75,8,67,29,16,13,310,121,189,341,151,190
puducherry,jharkhand,108,52,56,11,7,4,3,3,0,21,17,4,23,1,22,2,1,1,39,18,21,9,5,4
puducherry,odisha,1057,678,379,451,419,32,9,9,0,31,20,11,48,3,45,15,6,9,221,78,143,282,143,139
puducherry,chhattisgarh,51,26,25,6,6,0,0,0,0,7,6,1,2,0,2,17,6,11,14,6,8,5,2,3
puducherry,madhya pradesh,220,121,99,73,66,7,2,2,0,11,9,2,24,2,22,4,2,2,82,25,57,24,15,9
puducherry,gujarat,1822,945,877,289,268,21,22,20,2,35,18,17,179,10,169,67,32,35,884,393,491,346,204,142
puducherry,daman & diu,7,3,4,2,2,0,0,0,0,0,0,0,1,0,1,1,0,1,3,1,2,0,0,0
puducherry,dadra & nagar haveli,6,4,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2,0,0,0
puducherry,maharashtra,1475,735,740,306,269,37,25,23,2,32,18,14,191,17,174,91,53,38,582,221,361,248,134,114
puducherry,andhra pradesh,17383,8023,9360,3937,3453,484,205,182,23,602,473,129,4144,359,3785,1242,668,574,5248,1820,3428,2005,1068,937
puducherry,karnataka,2248,1079,1169,506,434,72,30,26,4,65,39,26,399,36,363,148,73,75,811,314,497,289,157,132
puducherry,goa,55,37,18,24,20,4,1,1,0,2,2,0,0,0,0,0,0,0,23,11,12,5,3,2
puducherry,lakshadweep,8,6,2,4,3,1,0,0,0,2,2,0,0,0,0,0,0,0,2,1,1,0,0,0
puducherry,kerala,12816,5354,7462,1651,1315,336,104,94,10,565,411,154,4240,639,3601,1259,700,559,3565,1496,2069,1432,699,733
puducherry,tamil nadu,210513,82441,128072,34945,30693,4252,2380,2028,352,3647,2153,1494,81348,7402,73946,14236,8138,6098,51342,21127,30215,22615,10900,11715
puducherry,puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puducherry,andaman & nicobar islands,128,67,61,28,24,4,0,0,0,27,14,13,10,1,9,4,3,1,39,13,26,20,12,8
punjab,jammu & kashmir,49241,16180,33061,6740,5670,1070,549,355,194,447,287,160,21400,212,21188,763,472,291,11182,4959,6223,8160,4225,3935
punjab,himachal pradesh,158898,60324,98574,33881,30525,3356,1125,735,390,1153,809,344,64166,648,63518,6236,3699,2537,29827,12356,17471,22510,11552,10958
punjab,punjab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
punjab,chandigargh,76669,35192,41477,9265,8015,1250,427,298,129,1125,673,452,15950,180,15770,7277,4180,3097,29002,14269,14733,13623,7577,6046
punjab,uttranchal,41728,20983,20745,12546,11463,1083,245,170,75,507,354,153,8641,116,8525,1112,641,471,11399,4193,7206,7278,4046,3232
punjab,haryana,360837,85104,275733,34656,29753,4903,1985,1236,749,1727,1060,667,211943,1831,210112,16422,9936,6486,49270,21473,27797,44834,19815,25019
punjab,nct of delhi,54989,19233,35756,6109,5222,887,627,440,187,646,382,264,20074,244,19830,2743,1649,1094,13473,5951,7522,11317,5345,5972
punjab,rajasthan,137220,42786,94434,21674,17100,4574,873,563,310,467,335,132,64037,551,63486,5958,3704,2254,24835,10721,14114,19376,9812,9564
punjab,uttar pradesh,460858,283548,177310,200661,180225,20436,2973,2253,720,1530,1057,473,56474,1045,55429,9135,5308,3827,110822,44065,66757,79263,49595,29668
punjab,bihar,238813,174465,64348,134220,125952,8268,1252,1002,250,626,499,127,18503,457,18046,3217,1789,1428,42491,17156,25335,38504,27610,10894
punjab,sikkim,315,149,166,46,39,7,2,2,0,5,5,0,26,2,24,1,0,1,194,73,121,41,28,13
punjab,arunachal pradesh,240,132,108,42,37,5,4,3,1,3,1,2,16,0,16,2,2,0,94,37,57,79,52,27
punjab,nagaland,254,125,129,36,32,4,1,0,1,4,1,3,21,0,21,5,3,2,143,62,81,44,27,17
punjab,manipur,603,415,188,287,281,6,14,12,2,17,8,9,55,0,55,3,1,2,115,43,72,112,70,42
punjab,mizoram,67,34,33,10,10,0,0,0,0,1,0,1,10,0,10,4,2,2,30,16,14,12,6,6
punjab,tripura,214,99,115,27,26,1,0,0,0,9,8,1,33,0,33,2,2,0,98,36,62,45,27,18
punjab,meghalaya,575,248,327,40,34,6,3,3,0,6,6,0,51,1,50,8,6,2,389,155,234,78,43,35
punjab,assam,9461,4218,5243,1562,1370,192,60,39,21,120,69,51,1814,25,1789,222,130,92,4050,1621,2429,1633,964,669
punjab,west bengal,44983,25473,19510,16611,15358,1253,314,233,81,339,272,67,8149,110,8039,942,564,378,11092,4258,6834,7536,4678,2858
punjab,jharkhand,21517,13928,7589,10106,9082,1024,139,98,41,96,68,28,2549,49,2500,337,191,146,4446,1856,2590,3844,2584,1260
punjab,odisha,9912,5961,3951,4142,3783,359,56,40,16,142,132,10,1433,18,1415,176,101,75,2038,746,1292,1925,1141,784
punjab,chhattisgarh,11332,5887,5445,4833,3127,1706,46,33,13,28,19,9,893,15,878,166,85,81,3075,1393,1682,2291,1215,1076
punjab,madhya pradesh,19380,9429,9951,4795,3833,962,96,62,34,151,90,61,3120,30,3090,555,343,212,6683,2766,3917,3980,2305,1675
punjab,gujarat,7359,3352,4007,1291,1069,222,78,58,20,71,44,27,1205,16,1189,283,166,117,2994,1175,1819,1437,824,613
punjab,daman & diu,11,5,6,1,1,0,0,0,0,0,0,0,5,0,5,3,3,0,0,0,0,2,1,1
punjab,dadra & nagar haveli,8,5,3,2,2,0,0,0,0,0,0,0,2,1,1,0,0,0,4,2,2,0,0,0
punjab,maharashtra,20999,9879,11120,3780,3330,450,172,118,54,177,108,69,3733,44,3689,760,460,300,8039,3224,4815,4338,2595,1743
punjab,andhra pradesh,5734,2606,3128,818,681,137,25,20,5,119,82,37,545,9,536,144,85,59,2780,990,1790,1303,739,564
punjab,karnataka,4642,2567,2075,1428,1348,80,20,13,7,61,42,19,384,3,381,75,40,35,1788,600,1188,886,521,365
punjab,goa,318,165,153,94,74,20,2,0,2,10,8,2,25,0,25,15,10,5,124,49,75,48,24,24
punjab,lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
punjab,kerala,5752,2629,3123,1514,1114,400,46,16,30,369,74,295,522,7,515,172,85,87,1901,617,1284,1228,716,512
punjab,tamil nadu,5950,3023,2927,1688,1322,366,18,12,6,68,55,13,485,8,477,94,59,35,2207,709,1498,1390,858,532
punjab,puducherry,97,52,45,17,16,1,2,1,1,0,0,0,22,0,22,3,1,2,18,10,8,35,24,11
punjab,andaman & nicobar islands,146,64,82,15,13,2,1,1,0,0,0,0,13,0,13,3,2,1,83,31,52,31,17,14
rajasthan,jammu & kashmir,5525,3011,2514,1153,1068,85,38,30,8,138,97,41,420,1,419,58,35,23,2646,995,1651,1072,785,287
rajasthan,himachal pradesh,7926,4186,3740,2265,2026,239,34,28,6,97,60,37,1077,17,1060,166,101,65,3077,1144,1933,1210,810,400
rajasthan,punjab,174533,65483,109050,31084,27918,3166,894,757,137,663,426,237,70534,388,70146,7403,4799,2604,47787,20959,26828,16168,10236,5932
rajasthan,chandigargh,2656,1178,1478,480,433,47,19,14,5,44,23,21,536,7,529,85,42,43,1150,427,723,342,232,110
rajasthan,uttranchal,18203,9064,9139,5235,4851,384,93,64,29,388,195,193,3089,26,3063,286,151,135,6837,2327,4510,2275,1450,825
rajasthan,haryana,351234,60483,290751,24302,21625,2677,1065,807,258,2067,1481,586,242313,1047,241266,5207,3070,2137,44557,18036,26521,31723,14417,17306
rajasthan,nct of delhi,45612,16815,28797,7117,6386,731,420,329,91,664,343,321,16616,122,16494,1285,734,551,13032,5041,7991,6478,3860,2618
rajasthan,rajasthan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rajasthan,uttar pradesh,369754,132131,237623,76094,70286,5808,1962,1497,465,3385,2146,1239,159925,1097,158828,4868,2893,1975,82763,30453,52310,40757,23759,16998
rajasthan,bihar,81130,52808,28322,37465,35929,1536,426,348,78,1084,651,433,8269,101,8168,1316,744,572,23212,8350,14862,9358,6685,2673
rajasthan,sikkim,251,118,133,43,41,2,0,0,0,21,13,8,44,1,43,5,2,3,103,39,64,35,22,13
rajasthan,arunachal pradesh,271,137,134,61,53,8,1,0,1,20,8,12,23,0,23,2,1,1,95,32,63,69,43,26
rajasthan,nagaland,422,241,181,79,74,5,8,7,1,21,11,10,29,0,29,5,4,1,192,77,115,88,68,20
rajasthan,manipur,1075,611,464,179,164,15,10,9,1,140,89,51,127,2,125,20,13,7,266,100,166,333,234,99
rajasthan,mizoram,89,47,42,27,26,1,0,0,0,9,3,6,7,0,7,1,0,1,30,10,20,15,8,7
rajasthan,tripura,883,431,452,230,223,7,4,4,0,30,13,17,172,1,171,18,8,10,286,108,178,143,74,69
rajasthan,meghalaya,783,360,423,103,94,9,7,7,0,31,21,10,129,1,128,17,11,6,369,137,232,127,89,38
rajasthan,assam,9505,4389,5116,1628,1518,110,190,173,17,218,124,94,2170,14,2156,204,138,66,3517,1318,2199,1578,1104,474
rajasthan,west bengal,45505,26108,19397,17722,16167,1555,566,471,95,402,236,166,6420,78,6342,902,529,373,13684,4800,8884,5809,3827,1982
rajasthan,jharkhand,10647,5983,4664,4003,3737,266,90,82,8,226,115,111,1840,16,1824,146,78,68,3127,1151,1976,1215,804,411
rajasthan,odisha,9666,5652,4014,3816,3508,308,51,41,10,78,43,35,1456,106,1350,185,95,90,2786,942,1844,1294,917,377
rajasthan,chhattisgarh,4974,2321,2653,1492,1128,364,25,19,6,53,24,29,846,11,835,113,61,52,1808,706,1102,637,372,265
rajasthan,madhya pradesh,361685,81743,279942,41988,33905,8083,1212,874,338,1439,1008,431,211431,1561,209870,11741,7052,4689,52760,19596,33164,41114,17747,23367
rajasthan,gujarat,139297,40566,98731,13935,12198,1737,859,706,153,574,374,200,71837,423,71414,8280,4773,3507,23618,9498,14120,20194,12594,7600
rajasthan,daman & diu,52,27,25,18,17,1,0,0,0,0,0,0,14,0,14,2,1,1,7,0,7,11,9,2
rajasthan,dadra & nagar haveli,44,18,26,3,3,0,1,1,0,1,1,0,17,0,17,0,0,0,10,1,9,12,12,0
rajasthan,maharashtra,45770,24126,21644,7758,7160,598,607,538,69,482,340,142,9912,110,9802,2333,1358,975,12125,4646,7479,12553,9974,2579
rajasthan,andhra pradesh,17035,6377,10658,2663,2366,297,125,97,28,557,400,157,6103,41,6062,520,299,221,4314,1530,2784,2753,1644,1109
rajasthan,karnataka,9814,3881,5933,1229,1095,134,68,60,8,196,154,42,3208,28,3180,444,251,193,2686,959,1727,1983,1334,649
rajasthan,goa,321,162,159,81,55,26,0,0,0,6,3,3,40,1,39,6,2,4,116,47,69,72,54,18
rajasthan,lakshadweep,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rajasthan,kerala,17193,7974,9219,8085,4717,3368,87,63,24,532,139,393,1697,71,1626,514,274,240,4094,1420,2674,2184,1290,894
rajasthan,tamil nadu,8961,4696,4265,1943,1736,207,73,65,8,519,255,264,974,17,957,311,174,137,3380,1143,2237,1761,1306,455
rajasthan,puducherry,445,134,311,68,62,6,4,4,0,15,13,2,224,1,223,12,7,5,76,21,55,46,26,20
rajasthan,andaman & nicobar islands,149,80,69,42,41,1,1,0,1,5,1,4,5,0,5,2,2,0,68,22,46,26,14,12
sikkim,jammu & kashmir,526,371,155,207,201,6,4,3,1,4,4,0,6,0,6,3,3,0,194,69,125,108,91,17
sikkim,himachal pradesh,438,299,139,177,172,5,1,1,0,5,5,0,28,6,22,1,1,0,169,72,97,57,42,15
sikkim,punjab,199,143,56,49,47,2,1,1,0,5,4,1,11,0,11,2,0,2,34,15,19,97,76,21
sikkim,chandigargh,38,29,9,3,3,0,3,3,0,19,19,0,2,0,2,0,0,0,8,2,6,3,2,1
sikkim,uttranchal,436,322,114,64,59,5,6,6,0,5,3,2,26,1,25,9,4,5,84,32,52,242,217,25
sikkim,haryana,730,459,271,114,103,11,103,98,5,4,3,1,130,2,128,17,13,4,149,76,73,213,164,49
sikkim,nct of delhi,289,160,129,77,67,10,7,7,0,10,7,3,48,0,48,7,2,5,67,28,39,73,49,24
sikkim,rajasthan,751,506,245,126,117,9,96,94,2,3,3,0,117,0,117,24,17,7,124,53,71,261,222,39
sikkim,uttar pradesh,2109,1307,802,444,410,34,213,200,13,29,21,8,308,7,301,58,36,22,457,188,269,600,445,155
sikkim,bihar,10556,7215,3341,3601,3445,156,1328,1261,67,118,96,22,1470,13,1457,177,120,57,1903,877,1026,1959,1403,556
sikkim,sikkim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sikkim,arunachal pradesh,196,103,93,44,42,2,3,2,1,14,8,6,40,3,37,5,1,4,40,16,24,50,31,19
sikkim,nagaland,146,74,72,26,17,9,0,0,0,3,0,3,24,0,24,13,6,7,42,20,22,38,31,7
sikkim,manipur,810,453,357,157,147,10,5,5,0,9,5,4,60,0,60,7,6,1,404,171,233,168,119,49
sikkim,mizoram,42,27,15,13,12,1,0,0,0,3,2,1,3,0,3,0,0,0,16,8,8,7,5,2
sikkim,tripura,73,39,34,19,15,4,2,2,0,5,4,1,18,0,18,0,0,0,17,8,9,12,10,2
sikkim,meghalaya,244,110,134,70,58,12,3,2,1,16,11,5,58,0,58,5,1,4,55,15,40,37,23,14
sikkim,assam,1360,678,682,343,284,59,31,28,3,40,27,13,306,4,302,13,8,5,344,153,191,283,174,109
sikkim,west bengal,25326,12114,13212,9012,7377,1635,542,470,72,439,252,187,7241,131,7110,413,229,184,3702,1465,2237,3977,2190,1787
sikkim,jharkhand,342,200,142,112,97,15,9,7,2,18,15,3,52,1,51,4,2,2,71,26,45,76,52,24
sikkim,odisha,270,185,85,138,132,6,4,4,0,9,4,5,25,1,24,2,1,1,38,6,32,54,37,17
sikkim,chhattisgarh,92,65,27,60,49,11,0,0,0,0,0,0,4,0,4,0,0,0,18,10,8,10,6,4
sikkim,madhya pradesh,140,96,44,30,24,6,3,3,0,6,4,2,14,0,14,0,0,0,22,11,11,65,54,11
sikkim,gujarat,78,50,28,16,15,1,2,2,0,2,1,1,5,0,5,1,1,0,17,5,12,35,26,9
sikkim,daman & diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sikkim,dadra & nagar haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sikkim,maharashtra,150,107,43,43,39,4,3,3,0,1,0,1,11,0,11,3,2,1,24,11,13,65,52,13
sikkim,andhra pradesh,161,121,40,59,59,0,0,0,0,1,1,0,13,2,11,3,1,2,17,6,11,68,52,16
sikkim,karnataka,103,74,29,40,36,4,5,4,1,2,1,1,9,0,9,0,0,0,13,5,8,34,28,6
sikkim,goa,4,2,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
sikkim,lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sikkim,kerala,300,179,121,137,101,36,2,2,0,0,0,0,20,1,19,7,5,2,54,13,41,80,57,23
sikkim,tamil nadu,117,80,37,53,46,7,1,1,0,1,0,1,4,0,4,3,3,0,26,9,17,29,21,8
sikkim,puducherry,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
sikkim,andaman & nicobar islands,3,2,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tamil nadu,jammu & kashmir,1567,993,574,382,355,27,36,31,5,67,56,11,71,8,63,53,33,20,475,182,293,483,328,155
tamil nadu,himachal pradesh,600,334,266,118,101,17,6,5,1,46,41,5,63,4,59,15,7,8,172,68,104,180,108,72
tamil nadu,punjab,3034,1689,1345,605,524,81,44,36,8,91,60,31,201,14,187,116,58,58,995,379,616,982,618,364
tamil nadu,chandigargh,567,293,274,111,92,19,4,3,1,17,13,4,27,0,27,22,11,11,243,91,152,143,83,60
tamil nadu,uttranchal,333,206,127,53,47,6,2,2,0,11,10,1,6,0,6,5,3,2,120,55,65,136,89,47
tamil nadu,haryana,1822,1021,801,336,291,45,38,35,3,63,50,13,129,5,124,72,47,25,566,219,347,618,374,244
tamil nadu,nct of delhi,12300,6352,5948,2756,2337,419,144,125,19,322,209,113,899,52,847,437,231,206,4657,1758,2899,3085,1640,1445
tamil nadu,rajasthan,33556,19361,14195,6504,5946,558,3068,2707,361,307,253,54,4206,151,4055,1549,935,614,7788,3656,4132,10134,5713,4421
tamil nadu,uttar pradesh,11513,6767,4746,2782,2485,297,214,189,25,402,307,95,886,33,853,333,177,156,3513,1484,2029,3383,2092,1291
tamil nadu,bihar,9470,6181,3289,3445,3129,316,107,93,14,378,320,58,724,32,692,223,134,89,2230,997,1233,2363,1476,887
tamil nadu,sikkim,159,91,68,43,38,5,4,2,2,11,5,6,16,1,15,6,4,2,36,18,18,43,23,20
tamil nadu,arunachal pradesh,574,255,319,89,78,11,5,4,1,73,28,45,125,2,123,39,17,22,106,47,59,137,79,58
tamil nadu,nagaland,247,168,79,66,57,9,1,1,0,32,27,5,9,0,9,8,4,4,64,31,33,67,48,19
tamil nadu,manipur,488,276,212,62,55,7,5,5,0,145,73,72,33,3,30,20,12,8,83,37,46,140,91,49
tamil nadu,mizoram,150,93,57,20,11,9,1,1,0,56,48,8,8,2,6,3,2,1,17,6,11,45,23,22
tamil nadu,tripura,141,91,50,27,22,5,3,3,0,13,10,3,13,1,12,5,4,1,27,15,12,53,36,17
tamil nadu,meghalaya,169,91,78,38,29,9,3,3,0,17,12,5,15,1,14,2,2,0,49,18,31,45,26,19
tamil nadu,assam,2627,1461,1166,602,523,79,24,17,7,133,96,37,282,14,268,89,49,40,765,303,462,732,459,273
tamil nadu,west bengal,12108,7123,4985,3583,3240,343,205,174,31,310,233,77,1017,44,973,420,233,187,3156,1231,1925,3417,1968,1449
tamil nadu,jharkhand,861,556,305,355,313,42,7,7,0,38,31,7,68,3,65,30,16,14,176,61,115,187,125,62
tamil nadu,odisha,6231,4281,1950,2559,2352,207,49,35,14,354,316,38,401,20,381,137,69,68,1248,520,728,1483,969,514
tamil nadu,chhattisgarh,430,189,241,80,66,14,7,3,4,25,19,6,98,0,98,20,12,8,93,35,58,107,54,53
tamil nadu,madhya pradesh,6351,3416,2935,1520,1285,235,101,89,12,268,206,62,708,32,676,257,142,115,1983,819,1164,1514,843,671
tamil nadu,gujarat,10256,5317,4939,1832,1595,237,533,444,89,218,150,68,1256,52,1204,441,240,201,3184,1330,1854,2792,1506,1286
tamil nadu,daman & diu,13,10,3,3,2,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,8,7,1
tamil nadu,dadra & nagar haveli,51,24,27,11,10,1,3,2,1,2,0,2,5,0,5,1,1,0,21,6,15,8,5,3
tamil nadu,maharashtra,45752,22344,23408,8339,7077,1262,755,621,134,1400,1061,339,7563,477,7086,2505,1406,1099,12404,5125,7279,12786,6577,6209
tamil nadu,andhra pradesh,146624,61960,84664,25814,21480,4334,1668,1279,389,5002,4002,1000,41486,1782,39704,7157,3993,3164,29259,12588,16671,36238,16836,19402
tamil nadu,karnataka,115249,42329,72920,16680,13624,3056,1019,765,254,1341,875,466,39083,1413,37670,8197,4444,3753,22845,9753,13092,26084,11455,14629
tamil nadu,goa,776,371,405,115,95,20,3,2,1,29,19,10,68,6,62,21,12,9,366,133,233,174,104,70
tamil nadu,lakshadweep,55,31,24,15,13,2,0,0,0,2,1,1,9,0,9,1,1,0,14,6,8,14,10,4
tamil nadu,kerala,218464,104299,114165,52141,43687,8454,3442,2792,650,7676,4221,3455,46645,2232,44413,14330,7896,6434,42929,18364,24565,51301,25107,26194
